CITY,STATE
Rodach b. Coburg,Bayern
Rodalben,Rheinland-Pfalz
Rodeberg,Thüringen
Rödelsee,Bayern
Roden,Bayern
Rodenaes,Schleswig-Holstein
Rodenäs,Schleswig-Holstein
Rodenbach,Rheinland-Pfalz
Rodenberg,Niedersachsen
Rödental,Bayern
Röderaue,Sachsen
Röderland,Brandenburg
Rödermark,Hessen
Rödersheim-Gronau,Rheinland-Pfalz
Rodewald,Niedersachsen
Rodewisch,Sachsen
Rodgau,Hessen
Roding,Bayern
Rödinghausen,Nordrhein-Westfalen
Roebel/Mueritz,Mecklenburg-Vorpommern
Roeckingen,Bayern
Roedelsee,Bayern
Roedental,Bayern
Roederaue,Sachsen
Roederland,Brandenburg
Roedermark,Hessen
Roedersheim-Gronau,Rheinland-Pfalz
Roedinghausen,Nordrhein-Westfalen
Roefingen,Bayern
Roegling,Bayern
Roehrmoos,Bayern
Roehrnbach,Bayern
Roehrsdorf,Sachsen
Roellbach,Bayern
Roemerberg,Rheinland-Pfalz
Roemerstein,Baden-Württemberg
Roemhild,Thüringen
Roemstedt,Niedersachsen
Roeslau,Bayern
Roesrath,Nordrhein-Westfalen
Roessnitz,Sachsen
Roeßnitz,Sachsen
Roetgen,Nordrhein-Westfalen
Roetgesbuettel,Niedersachsen
Roetha,Sachsen
Roethenbach,Bayern
Roethenbach (Allgaeu),Bayern
Roethenbach an der Pegnitz,Bayern
Roethlein,Bayern
Roettenbach,Bayern
Roettingen,Bayern
Roetz,Bayern
Roevershagen u.a.,Mecklenburg-Vorpommern
Röfingen,Bayern
Roggenburg,Bayern
Roggentin,Mecklenburg-Vorpommern
Rögling,Bayern
Rohlstorf,Schleswig-Holstein
Rohr,Bayern
Rohr i. NB,Bayern
Rohr u.a.,Thüringen
Rohrbach,Bayern
Rohrberg,Sachsen-Anhalt
Rohrbrunner Forst,Bayern
Rohrdorf,Baden-Württemberg
Rohrenfels,Bayern
Röhrmoos,Bayern
Röhrnbach,Bayern
Röhrsdorf,Sachsen
Rohrsen,Niedersachsen
Roigheim,Baden-Württemberg
Roitzsch,Sachsen-Anhalt
Roklum,Niedersachsen
Röllbach,Bayern
Römerberg,Rheinland-Pfalz
Römerstein,Baden-Württemberg
Römhild,Thüringen
Rommerskirchen,Nordrhein-Westfalen
Romrod,Hessen
Römstedt,Niedersachsen
Ronneburg,Hessen
Ronnenberg,Niedersachsen
Ronsberg,Bayern
Ronshausen,Hessen
Rorodt,Rheinland-Pfalz
Rosbach v.d. Hoehe,Hessen
Rosbach v.d. Höhe,Hessen
Rosche,Niedersachsen
Rosdorf,Niedersachsen
Rosenau,Brandenburg
Rosenbach,Sachsen
Rosenberg,Baden-Württemberg
Rosenburg u.a.,Sachsen-Anhalt
Rosendahl,Nordrhein-Westfalen
Rosenfeld,Baden-Württemberg
Rosengarten,Baden-Württemberg
Rosenheim,Bayern
Rosenow,Mecklenburg-Vorpommern
Rosenthal,Hessen
Rosenthal am Rennsteig,Thüringen
Rositz,Thüringen
Röslau,Bayern
Rösrath,Nordrhein-Westfalen
Rossau,Sachsen
Rossbach,Bayern
Roßbach,Bayern
Rossdorf,Hessen
Roßdorf,Hessen
Rosshaupten,Bayern
Roßhaupten,Bayern
Rossleben-Wiehe,Thüringen
Roßleben-Wiehe,Thüringen
Rössnitz,Sachsen
Rößnitz,Sachsen
Rosstal,Bayern
Roßtal,Bayern
Rosswein,Sachsen
Roßwein,Sachsen
Rostock,Mecklenburg-Vorpommern
Rot am See,Baden-Württemberg
Rot an der Rot,Baden-Württemberg
Rotenburg,Niedersachsen
Rotenburg an der Fulda,Hessen
Rötgesbüttel,Niedersachsen
Roth,Bayern
Rötha,Sachsen
Röthenbach (Allgäu),Bayern
Röthenbach an der Pegnitz,Bayern
Rothenbuch,Bayern
Rothenbucher Forst,Bayern
Rothenburg ob der Tauber,Bayern
Rothenburg/O.L.,Sachsen
Rothenfels,Bayern
Rothenklempenow,Mecklenburg-Vorpommern
Röthlein,Bayern
Rothselberg u.a.,Rheinland-Pfalz
Rott,Bayern
Rott a. Inn,Bayern
Rottach-Egern,Bayern
Rottenacker,Baden-Württemberg
Röttenbach,Bayern
Rottenbuch,Bayern
Rottenburg,Baden-Württemberg
Rottenburg a.d. Laaber,Bayern
Rottenburg am Neckar,Baden-Württemberg
Rottendorf,Bayern
Rotthalmuenster,Bayern
Rotthalmünster,Bayern
Röttingen,Bayern
Rottweil,Baden-Württemberg
Rötz,Bayern
Rövershagen u.a.,Mecklenburg-Vorpommern
Rückersdorf,Bayern
Rückholz,Bayern
Rudelzhausen,Bayern
Rüdenau,Bayern
Ruderatshofen,Bayern
Rudersberg,Baden-Württemberg
Rüdersdorf,Brandenburg
Ruderting,Bayern
Rüdesheim,Rheinland-Pfalz
Rüdesheim am Rhein,Hessen
Rudolstadt,Thüringen
Rueckersdorf,Bayern
Rueckholz,Bayern
Ruedenau,Bayern
Ruedersdorf,Brandenburg
Ruedesheim,Rheinland-Pfalz
Ruedesheim am Rhein,Hessen
Ruegge,Schleswig-Holstein
Ruegland,Bayern
Ruehen,Niedersachsen
Ruehstaedt,Brandenburg
Ruelzheim,Rheinland-Pfalz
Ruemmingen,Baden-Württemberg
Ruesselsheim,Hessen
Ruethen,Nordrhein-Westfalen
Rugendorf,Bayern
Rügge,Schleswig-Holstein
Rügland,Bayern
Rühen,Niedersachsen
Ruhla,Thüringen
Ruhland,Brandenburg
Ruhpolding,Bayern
Rühstädt,Brandenburg
Ruhstorf a.d. Rott,Bayern
Rullstorf,Niedersachsen
Rülzheim,Rheinland-Pfalz
Rümmingen,Baden-Württemberg
Rumohr,Schleswig-Holstein
Runding,Bayern
Runkel,Hessen
Ruppertsberg,Rheinland-Pfalz
Ruppertshofen,Baden-Württemberg
Ruppertsweiler u.a.,Rheinland-Pfalz
Ruppichteroth,Nordrhein-Westfalen
Ruschberg u.a.,Rheinland-Pfalz
Rüsselsheim,Hessen
Rust,Baden-Württemberg
Rutesheim,Baden-Württemberg
Rüthen,Nordrhein-Westfalen
Saabruecken,Saarland
Saal,Mecklenburg-Vorpommern
Saal a.d. Donau,Bayern
Saalburg-Ebersdorf,Thüringen
Saaldorf,Bayern
Saalfeld/Saale,Thüringen
Saarbrücken,Saarland
Saarbruecken,Saarland
Saarburg,Rheinland-Pfalz
Saarlouis,Saarland
Saarwellingen,Saarland
Sachsen b. Ansbach,Bayern
Sachsenhagen,Niedersachsen
Sachsenheim,Baden-Württemberg
Sachsenkam,Bayern
Saerbeck,Nordrhein-Westfalen
Saffig,Rheinland-Pfalz
Sagard,Mecklenburg-Vorpommern
Sailauf,Bayern
Salach,Baden-Württemberg
Saldenburg,Bayern
Salem,Baden-Württemberg
Salgen,Bayern
Salmtal,Rheinland-Pfalz
Salzatal,Sachsen-Anhalt
Salzbergen,Niedersachsen
Salzgitter,Niedersachsen
Salzhausen,Niedersachsen
Salzhemmendorf,Niedersachsen
Salzkotten,Nordrhein-Westfalen
Salzwedel,Sachsen-Anhalt
Salzweg,Bayern
Samerberg,Bayern
Samtens,Mecklenburg-Vorpommern
Sand a. Main,Bayern
Sandau,Sachsen-Anhalt
Sandberg,Bayern
Sande,Niedersachsen
Sandersdorf-Brehna,Sachsen-Anhalt
Sandesneben u.a.,Schleswig-Holstein
Sandhausen,Baden-Württemberg
Sangerhausen,Sachsen-Anhalt
Sanitz,Mecklenburg-Vorpommern
Sankt Annen,Schleswig-Holstein
Sankt Augustin,Nordrhein-Westfalen
Sankt Englmar,Bayern
Sankt Goar,Rheinland-Pfalz
Sankt Goarshausen u.a.,Rheinland-Pfalz
Sankt Ingbert,Saarland
Sankt Katharinen (Landkreis Neuwied),Rheinland-Pfalz
Sankt Leon-Rot,Baden-Württemberg
Sankt Margarethen,Schleswig-Holstein
Sankt Michaelisdonn,Schleswig-Holstein
Sankt Oswald,Bayern
Sankt Peter,Baden-Württemberg
Sankt Peter-Ording,Schleswig-Holstein
Sankt Wendel,Saarland
Sankt Wolfgang,Bayern
Sarkwitz,Schleswig-Holstein
Sarstedt,Niedersachsen
Sasbach,Baden-Württemberg
Sasbach am Kaiserstuhl,Baden-Württemberg
Sasbachwalden,Baden-Württemberg
Sassenberg,Nordrhein-Westfalen
Sassenburg,Niedersachsen
Sassnitz,Mecklenburg-Vorpommern
Saterland,Niedersachsen
Satow,Mecklenburg-Vorpommern
Satteldorf,Baden-Württemberg
Sauensiek,Niedersachsen
Sauerlach,Bayern
Sauldorf,Baden-Württemberg
Sauldorf OT Bietingen,Baden-Württemberg
Saulgrub,Bayern
Saulheim,Rheinland-Pfalz
Sayda,Sachsen
Schaafheim,Hessen
Schaalby,Schleswig-Holstein
Schacht-Audorf,Schleswig-Holstein
Schaeftlarn,Bayern
Schafflund,Schleswig-Holstein
Schafstedt,Schleswig-Holstein
Schäftlarn,Bayern
Schalkau,Thüringen
Schalkenbach,Rheinland-Pfalz
Schalksmuehle,Nordrhein-Westfalen
Schalksmühle,Nordrhein-Westfalen
Schallbach,Baden-Württemberg
Schallodenbach,Rheinland-Pfalz
Schallstadt,Baden-Württemberg
Schapen,Niedersachsen
Scharbeutz,Schleswig-Holstein
Scharnebeck,Niedersachsen
Schauenburg,Hessen
Schauenstein,Bayern
Schaufling,Bayern
Schechen,Bayern
Schechingen,Baden-Württemberg
Scheer,Baden-Württemberg
Scheessel,Niedersachsen
Scheeßel,Niedersachsen
Schefflenz,Baden-Württemberg
Scheibenberg,Sachsen
Scheibenhardt,Rheinland-Pfalz
Scheidegg,Bayern
Scheinfeld,Bayern
Schelklingen,Baden-Württemberg
Schellerten,Niedersachsen
Schemmerhofen,Baden-Württemberg
Schenefeld,Schleswig-Holstein
Schenkendöbern,Brandenburg
Schenkendoebern,Brandenburg
Schenkenzell,Baden-Württemberg
Schenklengsfeld,Hessen
Schermbeck,Nordrhein-Westfalen
Schermen,Sachsen-Anhalt
Schernfeld,Bayern
Scherstetten,Bayern
Schesslitz,Bayern
Scheßlitz,Bayern
Scheuerfeld,Rheinland-Pfalz
Scheuring,Bayern
Scheyern,Bayern
Schieder-Schwalenberg,Nordrhein-Westfalen
Schierling,Bayern
Schiersfeld,Rheinland-Pfalz
Schiffdorf,Niedersachsen
Schifferstadt,Rheinland-Pfalz
Schiffweiler,Saarland
Schildow,Brandenburg
Schillingen,Rheinland-Pfalz
Schillinghof,Baden-Württemberg
Schillingsfuerst,Bayern
Schillingsfürst,Bayern
Schillsdorf,Schleswig-Holstein
Schiltach,Baden-Württemberg
Schiltberg,Bayern
Schipkau,Brandenburg
Schirmitz,Bayern
Schirnding,Bayern
Schkeuditz,Sachsen
Schkoelen,Thüringen
Schkölen,Thüringen
Schkopau,Sachsen-Anhalt
Schkopau OT Lochau,Sachsen-Anhalt
Schladen-Werla,Niedersachsen
Schlaitdorf,Baden-Württemberg
Schlangen,Nordrhein-Westfalen
Schlangenbad,Hessen
Schlat,Baden-Württemberg
Schleching,Bayern
Schlehdorf,Bayern
Schleiden,Nordrhein-Westfalen
Schleife,Sachsen
Schleimuende,Schleswig-Holstein
Schleimünde,Schleswig-Holstein
Schleiz,Thüringen
Schlema,Sachsen
Schleswig,Schleswig-Holstein
Schlettau,Sachsen
Schleusegrund,Thüringen
Schleusingen u.a.,Thüringen
Schlieben,Brandenburg
Schliengen,Baden-Württemberg
Schlier,Baden-Württemberg
Schlierbach,Baden-Württemberg
Schliersee,Bayern
Schlitz,Hessen
Schloss Holte-Stukenbrock,Nordrhein-Westfalen
Schloß Holte-Stukenbrock,Nordrhein-Westfalen
Schlossvippach u.a.,Thüringen
Schloßvippach u.a.,Thüringen
Schlotheim,Thüringen
Schluchsee,Baden-Württemberg
Schlüchtern,Hessen
Schluechtern,Hessen
Schluesselfeld,Bayern
Schlüsselfeld,Bayern
Schmalenberg,Rheinland-Pfalz
Schmalensee,Schleswig-Holstein
Schmalfeld,Schleswig-Holstein
Schmalkalden,Thüringen
Schmallenberg,Nordrhein-Westfalen
Schmedeswurth,Schleswig-Holstein
Schmelz,Saarland
Schmidgaden,Bayern
Schmidmuehlen,Bayern
Schmidmühlen,Bayern
Schmiechen,Bayern
Schmitten,Hessen
Schmoelln,Thüringen
Schmölln,Thüringen
Schnabelwaid,Bayern
Schnackenburg,Niedersachsen
Schnaitsee,Bayern
Schnaittach,Bayern
Schnaittenbach,Bayern
Schnarup-Thumby,Schleswig-Holstein
Schneckenhausen,Rheinland-Pfalz
Schneckenlohe,Bayern
Schneeberg,Bayern
Schnega,Niedersachsen
Schneizlreuth,Bayern
Schnelldorf,Bayern
Schneverdingen,Niedersachsen
Schnorbach,Rheinland-Pfalz
Schnuerpflingen,Baden-Württemberg
Schnürpflingen,Baden-Württemberg
Schoeffengrund,Hessen
Schoefweg,Bayern
Schoellkrippen,Bayern
Schoellnach,Bayern
Schoemberg,Baden-Württemberg
Schoenaich,Baden-Württemberg
Schoenau,Baden-Württemberg
Schoenau a.d. Brend,Bayern
Schoenau im Schwarzwald,Baden-Württemberg
Schoenau-Berzdorf,Sachsen
Schoenberg,Bayern
Schoenberg (Holstein),Schleswig-Holstein
Schoenborn,Rheinland-Pfalz
Schoenbrunn,Baden-Württemberg
Schoenbrunn i. Steigerwald,Bayern
Schoenebeck,Sachsen-Anhalt
Schoenebeck (Elbe),Sachsen-Anhalt
Schoeneck,Hessen
Schoeneck/Vogtl.,Sachsen
Schoenecken,Rheinland-Pfalz
Schoenefeld,Brandenburg
Schoeneiche bei Berlin,Brandenburg
Schoenenberg-Kuebelberg,Rheinland-Pfalz
Schoenewoerde,Niedersachsen
Schoengeising,Bayern
Schoenhausen,Mecklenburg-Vorpommern
Schoenheide,Sachsen
Schoeningen,Niedersachsen
Schoenkirchen,Schleswig-Holstein
Schoensee,Bayern
Schoental,Baden-Württemberg
Schoenthal,Bayern
Schoenwald,Bayern
Schoenwald im Schwarzwald,Baden-Württemberg
Schoenwalde,Brandenburg
Schoenwalde am Bungsberg,Schleswig-Holstein
Schoeppenstedt,Niedersachsen
Schoeppingen,Nordrhein-Westfalen
Schöffengrund,Hessen
Schöfweg,Bayern
Scholen,Niedersachsen
Schollbrunn,Bayern
Schollene,Sachsen-Anhalt
Schöllkrippen,Bayern
Schöllnach,Bayern
Schömberg,Baden-Württemberg
Schonach im Schwarzwald,Baden-Württemberg
Schönaich,Baden-Württemberg
Schönau,Baden-Württemberg
Schönau a.d. Brend,Bayern
Schönau im Schwarzwald,Baden-Württemberg
Schönau-Berzdorf,Sachsen
Schönberg,Bayern
Schönberg (Holstein),Schleswig-Holstein
Schönborn,Rheinland-Pfalz
Schönbrunn,Baden-Württemberg
Schönbrunn i. Steigerwald,Bayern
Schondorf,Bayern
Schondorf a. Ammersee,Bayern
Schondra,Bayern
Schönebeck,Sachsen-Anhalt
Schönebeck (Elbe),Sachsen-Anhalt
Schöneck,Hessen
Schöneck/Vogtl.,Sachsen
Schönecken,Rheinland-Pfalz
Schönefeld,Brandenburg
Schöneiche bei Berlin,Brandenburg
Schönenberg-Kübelberg,Rheinland-Pfalz
Schönewörde,Niedersachsen
Schongau,Bayern
Schöngeising,Bayern
Schönhausen,Mecklenburg-Vorpommern
Schönheide,Sachsen
Schöningen,Niedersachsen
Schönkirchen,Schleswig-Holstein
Schönsee,Bayern
Schonstett,Bayern
Schöntal,Baden-Württemberg
Schönthal,Bayern
Schonungen,Bayern
Schönwald,Bayern
Schönwald im Schwarzwald,Baden-Württemberg
Schönwalde,Brandenburg
Schönwalde am Bungsberg,Schleswig-Holstein
Schopfheim,Baden-Württemberg
Schopfloch,Baden-Württemberg
Schopp,Rheinland-Pfalz
Schöppenstedt,Niedersachsen
Schöppingen,Nordrhein-Westfalen
Schorfheide,Brandenburg
Schorndorf,Baden-Württemberg
Schortens,Niedersachsen
Schotten,Hessen
Schraden,Brandenburg
Schramberg,Baden-Württemberg
Schraplau,Sachsen-Anhalt
Schrecksbach,Hessen
Schriesheim,Baden-Württemberg
Schrobenhausen,Bayern
Schrozberg,Baden-Württemberg
Schuby,Schleswig-Holstein
Schueller,Rheinland-Pfalz
Schuelp bei Rendsburg,Schleswig-Holstein
Schuettorf u.a.,Niedersachsen
Schulenberg,Niedersachsen
Schüller,Rheinland-Pfalz
Schülp bei Rendsburg,Schleswig-Holstein
Schulzendorf b. Eichenwade,Brandenburg
Schuttertal,Baden-Württemberg
Schutterwald,Baden-Württemberg
Schüttorf u.a.,Niedersachsen
Schwaan u.a.,Mecklenburg-Vorpommern
Schwabach,Bayern
Schwabbruck,Bayern
Schwabhausen,Bayern
Schwäbisch Gmünd,Baden-Württemberg
Schwäbisch Hall,Baden-Württemberg
Schwabmuenchen,Bayern
Schwabmünchen,Bayern
Schwabsoien,Bayern
Schwabstedt,Schleswig-Holstein
Schwaebisch Gmuend,Baden-Württemberg
Schwaebisch Hall,Baden-Württemberg
Schwaebsich Gmuend,Baden-Württemberg
Schwafoerden,Niedersachsen
Schwaförden,Niedersachsen
Schwaig b. Nuernberg,Bayern
Schwaig b. Nürnberg,Bayern
Schwaigen,Bayern
Schwaigern,Baden-Württemberg
Schwaikheim,Baden-Württemberg
Schwalbach,Saarland
Schwalbach am Taunus,Hessen
Schwallungen,Thüringen
Schwalmstadt,Hessen
Schwalmtal,Hessen
Schwanau,Baden-Württemberg
Schwandorf,Bayern
Schwanebeck,Sachsen-Anhalt
Schwanewede,Niedersachsen
Schwanfeld,Bayern
Schwangau,Bayern
Schwanstetten,Bayern
Schwarme,Niedersachsen
Schwarmstedt u.a.,Niedersachsen
Schwarzach,Bayern
Schwarzach a. Main,Bayern
Schwarzach b. Nabburg,Bayern
Schwarzbach,Thüringen
Schwarzburg,Thüringen
Schwarzenbach,Bayern
Schwarzenbach a. Wald,Bayern
Schwarzenbach a.d. Saale,Bayern
Schwarzenberg/Erzgeb.,Sachsen
Schwarzenborn,Hessen
Schwarzenbruck,Bayern
Schwarzenfeld,Bayern
Schwarzengraben,Rheinland-Pfalz
Schwarzheide N.L.,Brandenburg
Schwarzhofen,Bayern
Schwebheim,Bayern
Schwedt,Brandenburg
Schwedt Oder,Brandenburg
Schwegenheim,Rheinland-Pfalz
Schweich,Rheinland-Pfalz
Schweindorf u.a.,Niedersachsen
Schweinfurt,Bayern
Schweitenkirchen,Bayern
Schwelm,Nordrhein-Westfalen
Schwendi,Baden-Württemberg
Schwenningen,Baden-Württemberg
Schwentinental,Schleswig-Holstein
Schwentinetal,Schleswig-Holstein
Schwerin,Mecklenburg-Vorpommern
Schweringen,Niedersachsen
Schwerte,Nordrhein-Westfalen
Schwesing u.a.,Schleswig-Holstein
Schwetzingen,Baden-Württemberg
Schwieberdingen,Baden-Württemberg
Schwielowswee,Brandenburg
Schwienau,Niedersachsen
Schwifting,Bayern
Schwindegg,Bayern
Schwittschau,Schleswig-Holstein
Schwoerstadt,Baden-Württemberg
Schwörstadt,Baden-Württemberg
Schwuelper,Niedersachsen
Schwülper,Niedersachsen
Sebnitz,Sachsen
Seckach,Baden-Württemberg
Seddiner See,Brandenburg
Seebach,Thüringen
Seebad Ahlbeck,Mecklenburg-Vorpommern
Seedorf,Schleswig-Holstein
Seefeld,Bayern
Seefeld u.a.,Schleswig-Holstein
Seeg,Bayern
Seegebiet Mansfelder Land,Sachsen-Anhalt
Seehausen,Sachsen-Anhalt
Seeheim-Jugenheim,Hessen
Seeland,Sachsen-Anhalt
Seelbach,Baden-Württemberg
Seelow,Brandenburg
Seelze,Niedersachsen
Seeon,Bayern
Seeon-Seebruck,Bayern
Seesbach,Rheinland-Pfalz
Seesen,Niedersachsen
Seeshaupt,Bayern
Seester,Schleswig-Holstein
Seestermuehe,Schleswig-Holstein
Seestermühe,Schleswig-Holstein
Seeth,Schleswig-Holstein
Seevetal,Niedersachsen
Seewald,Baden-Württemberg
Seggebruch,Niedersachsen
Sehestedt,Schleswig-Holstein
Sehlde,Niedersachsen
Sehlem,Rheinland-Pfalz
Sehma,Sachsen
Sehnde,Niedersachsen
Seibersbach,Rheinland-Pfalz
Seiffen/Erzgeb.,Sachsen
Seifhennersdorf,Sachsen
Seitingen-Oberflacht,Baden-Württemberg
Selb,Bayern
Selbitz,Bayern
Selent,Schleswig-Holstein
Selfkant,Nordrhein-Westfalen
Seligenstadt,Hessen
Selk,Schleswig-Holstein
Sellin,Mecklenburg-Vorpommern
Selm,Nordrhein-Westfalen
Selsingen,Niedersachsen
Selters,Hessen
Selters (Westerwald),Rheinland-Pfalz
Sembach,Rheinland-Pfalz
Semmenstedt,Niedersachsen
Senden,Nordrhein-Westfalen
Sendenhorst,Nordrhein-Westfalen
Senftenberg,Brandenburg
Sengenthal,Bayern
Senheim,Rheinland-Pfalz
Sennfeld,Bayern
Serrig,Rheinland-Pfalz
Sersheim,Baden-Württemberg
Sesslach,Bayern
Seßlach,Bayern
Seth,Schleswig-Holstein
Seubersdorf i.d. OPf.,Bayern
Seulingen,Niedersachsen
Sexau,Baden-Württemberg
Sibbesse,Niedersachsen
Sickte,Niedersachsen
Siedenburg,Niedersachsen
Siegbach,Hessen
Siegburg,Nordrhein-Westfalen
Siegelsbach,Baden-Württemberg
Siegen,Nordrhein-Westfalen
Siegenburg,Bayern
Siegsdorf,Bayern
Siek,Schleswig-Holstein
Sielenbach,Bayern
Siershahn,Rheinland-Pfalz
Sievershuetten,Schleswig-Holstein
Sievershütten,Schleswig-Holstein
Sieverstedt,Schleswig-Holstein
Siggelkow,Mecklenburg-Vorpommern
Sigmaringen,Baden-Württemberg
Sigmaringendorf,Baden-Württemberg
Sigmarszell,Bayern
Silberstedt,Schleswig-Holstein
Silz u.a.,Rheinland-Pfalz
Simbach,Bayern
Simbach a. Inn,Bayern
Simmelsdorf,Bayern
Simmerath,Nordrhein-Westfalen
Simmerfeld,Baden-Württemberg
Simmern/Hunsrück u.a.,Rheinland-Pfalz
Simmern/Hunsrueck u.a.,Rheinland-Pfalz
Simmersfeld,Baden-Württemberg
Simmertal,Rheinland-Pfalz
Simmozheim,Baden-Württemberg
Simonswald,Baden-Württemberg
Sindelfingen,Baden-Württemberg
Sindelsdorf,Bayern
Singen,Baden-Württemberg
Singhofen,Rheinland-Pfalz
Sinn,Hessen
Sinntal,Hessen
Sinsheim,Baden-Württemberg
Sinzheim,Baden-Württemberg
Sinzig,Rheinland-Pfalz
Sinzing,Bayern
Sippersfeld,Rheinland-Pfalz
Sipplingen,Baden-Württemberg
Sittensen u.a.,Niedersachsen
Sitzendorf,Thüringen
Sobernheim,Rheinland-Pfalz
Söchtenau,Bayern
Soderstorf,Niedersachsen
Soechtenau,Bayern
Soegel u.a.,Niedersachsen
Soehlde,Niedersachsen
Soehrewald,Hessen
Soelden,Baden-Württemberg
Soellingen,Niedersachsen
Soemmerda,Thüringen
Soerup,Schleswig-Holstein
Soest,Nordrhein-Westfalen
Sögel u.a.,Niedersachsen
Sohland a. d. Spree,Sachsen
Söhlde,Niedersachsen
Sohren,Rheinland-Pfalz
Söhrewald,Hessen
Sölden,Baden-Württemberg
Solingen,Nordrhein-Westfalen
Sollerup,Schleswig-Holstein
Söllingen,Niedersachsen
Sollstedt,Thüringen
Solms,Hessen
Solnhofen,Bayern
Soltau,Niedersachsen
Soltendiek,Niedersachsen
Sommerach,Bayern
Sömmerda,Thüringen
Sommersdorf,Sachsen-Anhalt
Sonderhofen,Bayern
Sondershausen,Thüringen
Sonneberg,Thüringen
Sonnefeld,Bayern
Sonnen,Bayern
Sonnenbuehl,Baden-Württemberg
Sonnenbühl,Baden-Württemberg
Sonnenstein,Thüringen
Sonnewalde,Brandenburg
Sonsbeck,Nordrhein-Westfalen
Sontheim,Bayern
Sontheim an der Brenz,Baden-Württemberg
Sonthofen,Bayern
Sontra,Hessen
Sörup,Schleswig-Holstein
Sottrum,Niedersachsen
Soyen,Bayern
Spaichingen,Baden-Württemberg
Spalt,Bayern
Spangdahlem,Rheinland-Pfalz
Spangenberg,Hessen
Spantekow,Mecklenburg-Vorpommern
Sparneck,Bayern
Spatzenhausen,Bayern
Spay,Rheinland-Pfalz
Spechbach,Baden-Württemberg
Speicher,Rheinland-Pfalz
Speichersdorf,Bayern
Spelle,Niedersachsen
Spenge,Nordrhein-Westfalen
Speyer,Rheinland-Pfalz
Spiegelau,Bayern
Spiegelberg,Baden-Württemberg
Spiekeroog,Niedersachsen
Spiesen-Elversberg,Saarland
Spitzkunnersdorf,Sachsen
Sponholz,Mecklenburg-Vorpommern
Spornitz,Mecklenburg-Vorpommern
Spraitbach,Baden-Württemberg
Sprakensehl,Niedersachsen
Spreenhagen,Brandenburg
Spreetal,Sachsen
Spremberg,Brandenburg
Sprendlingen,Rheinland-Pfalz
Springe,Niedersachsen
Sprockhoevel,Nordrhein-Westfalen
Sprockhövel,Nordrhein-Westfalen
St Georgen,Baden-Württemberg
St. Alban,Rheinland-Pfalz
St. Blasien,Baden-Württemberg
St. Egidien,Sachsen
St. Georgen,Baden-Württemberg
St. Johann,Baden-Württemberg
St. Maergen,Baden-Württemberg
St. Märgen,Baden-Württemberg
Stäbelow,Mecklenburg-Vorpommern
Stade,Niedersachsen
Stadecken-Elsheim,Rheinland-Pfalz
Stadelhofen,Bayern
Stadland,Niedersachsen
Stadlern,Bayern
Stadt,Rheinland-Pfalz
Stadt Schwäbisch Gmünd,Baden-Württemberg
Stadt Schwaebisch Gmuend,Baden-Württemberg
Stadtallendorf,Hessen
Stadtbergen,Bayern
Stadthagen,Niedersachsen
Stadtilm,Thüringen
Stadtkyll,Rheinland-Pfalz
Stadtlauringen,Bayern
Stadtlengsfeld,Thüringen
Stadtlohn,Nordrhein-Westfalen
Stadtoldendorf u.a.,Niedersachsen
Stadtprozelten,Bayern
Stadtroda u.a.,Thüringen
Stadtsteinach,Bayern
Staebelow,Mecklenburg-Vorpommern
Staffelstein,Bayern
Staffhorst,Niedersachsen
Staig,Baden-Württemberg
Stallwang,Bayern
Stammbach,Bayern
Stammham,Bayern
Stamsried,Bayern
Standenbuehl,Rheinland-Pfalz
Standenbühl,Rheinland-Pfalz
Stapel,Schleswig-Holstein
Starkenberg,Thüringen
Starnberg,Bayern
Starzach,Baden-Württemberg
Stassfurt,Sachsen-Anhalt
Staßfurt,Sachsen-Anhalt
Stauchitz,Sachsen
Staudernheim,Rheinland-Pfalz
Staudt u.a.,Rheinland-Pfalz
Staufen im Breisgau,Baden-Württemberg
Staufenberg,Hessen
Stavenhagen,Mecklenburg-Vorpommern
Stavern,Niedersachsen
Stedesand,Schleswig-Holstein
Steffenberg,Hessen
Stegaurach,Bayern
Stegen,Baden-Württemberg
Steimbke,Niedersachsen
Steimel,Rheinland-Pfalz
Stein,Bayern
Stein a.d. Traun,Bayern
Steinach,Thüringen
Steinau an der Strasse,Hessen
Steinau an der Straße,Hessen
Steinbach,Rheinland-Pfalz
Steinbach (Taunus),Hessen
Steinbach a. Wald,Bayern
Steinbach Taunus,Hessen
Steinbach-Hallenberg,Thüringen
Steinberg,Bayern
Steinbergkirche,Schleswig-Holstein
Steinburg,Schleswig-Holstein
Steindorf,Bayern
Steinebach,Rheinland-Pfalz
Steinen,Baden-Württemberg
Steinenbronn,Baden-Württemberg
Steinfeld,Bayern
Steinfurt,Nordrhein-Westfalen
Steingaden,Bayern
Steinhagen,Nordrhein-Westfalen
Steinheim,Nordrhein-Westfalen
Steinheim am Albuch,Baden-Württemberg
Steinhoering,Bayern
Steinhöring,Bayern
Steinhorst,Niedersachsen
Steinkirchen,Bayern
Steinmauern,Baden-Württemberg
Steinsfeld,Bayern
Steinweiler,Rheinland-Pfalz
Steinwenden u.a.,Rheinland-Pfalz
Steinwiesen,Bayern
Steisslingen,Baden-Württemberg
Steißlingen,Baden-Württemberg
Stelle,Niedersachsen
Stemwede,Nordrhein-Westfalen
Stendal,Sachsen-Anhalt
