CITY,STATE
Monnikendijk,Zeeland
Monster,Zuid-Holland
Montfoort,Utrecht
Montfort,Limburg
Montsamabuorren,Friesland
Mook,Limburg
Mookhoek,Zuid-Holland
Moordhuizen,Gelderland
Moordrecht,Zuid-Holland
Moorsel,Noord-Brabant
Moorveld,Limburg
Moriaanshoofd,Zeeland
Morige,Groningen
Morsche Hoef,Noord-Brabant
Mortel,Limburg
Mosbulten,Noord-Brabant
Mosik,Noord-Brabant
Moskou,Friesland
Mossel,Gelderland
Mosselaar,Noord-Brabant
Mosselhoek,Zeeland
Most,Limburg
Mostheuvel,Noord-Brabant
Mounebuorren,Friesland
Muggenbeet,Overijssel
Muggenberg,Noord-Brabant
Muggenhol,Noord-Brabant
Muggenhool,Noord-Brabant
Muiden,Noord-Holland
Muiderberg,Noord-Holland
Muizenhol,Noord-Brabant
Mullegen,Gelderland
Mun,Noord-Brabant
Mûnein,Friesland
Munnekeburen,Friesland
Munnekemoer,Groningen
Munnekens-Vinkel,Noord-Brabant
Munnekezijl,Friesland
Munnikenheide,Noord-Brabant
Munstergeleen,Limburg
Munsterscheveld,Drenthe
Muntendam,Groningen
Musschendorp,Utrecht
Mussel,Groningen
Musselkanaal,Groningen
Naaldwijk,Zuid-Holland
Naarden,Noord-Holland
Naarderbuorren,Friesland
Nabbegat,Noord-Brabant
Nachtegaal,Limburg
Nagelbeek,Limburg
Nagele,Flevoland
Nansum,Groningen
Napels,Groningen
Nattenhoven,Limburg
Nederasselt,Gelderland
Nederbiel,Gelderland
Neder-Hardinxveld,Zuid-Holland
Nederheide,Noord-Brabant
Nederhemert,Gelderland
Nederhemert-Noord,Gelderland
Nederhemert-Zuid,Gelderland
Nederhorst den Berg,Noord-Holland
Nederland,Overijssel
Nederweert,Limburg
Nederweert-Eind,Limburg
Nederweerterdijk,Limburg
Nederwetten,Noord-Brabant
Nederwoud,Gelderland
Neede,Gelderland
Neer,Limburg
Neerbeek,Limburg
Neerbroek,Noord-Brabant
Neerdorp,Overijssel
Neereind,Noord-Brabant
Neerijnen,Gelderland
Neeritter,Limburg
Neerkant,Noord-Brabant
Neerlangel,Noord-Brabant
Neerloon,Noord-Brabant
Neersteind,Gelderland
Neerstraat,Noord-Brabant
Negenhuizen,Zuid-Holland
Nekkeveld,Gelderland
Nergena,Noord-Brabant
Nerhoven,Noord-Brabant
Nes,Friesland
Nes aan de Amstel,Noord-Holland
Nessersluis,Utrecht
Netersel,Noord-Brabant
Nettelhorst,Gelderland
Netterden,Gelderland
Nibbixwoud,Noord-Holland
Niebert,Groningen
Niehove,Groningen
Niekerk,Groningen
Niemeskant,Noord-Brabant
Nierhoven,Limburg
Niersen,Gelderland
Niesoord,Groningen
Nietap,Drenthe
Nieuw Acht,Noord-Brabant
Nieuw Amerika,Friesland
Nieuw Annerveen,Drenthe
Nieuw-Balinge,Drenthe
Nieuw Beerta,Groningen
Nieuw- en Sint Joosland,Zeeland
Nieuw- en Winnerstraat,Limburg
Nieuw Heeten,Overijssel
Nieuw Milligen,Gelderland
Nieuw Scheemda,Groningen
Nieuw Wehl,Gelderland
Nieuw(-)Bergen (?),Limburg
Nieuwaal,Gelderland
Nieuw-Abeele,Zeeland
Nieuw-Amsterdam,Drenthe
Nieuw-Beijerland,Zuid-Holland
Nieuw-Buinen,Drenthe
Nieuw-Dijk,Gelderland
Nieuw-Dordrecht,Drenthe
Nieuwdorp,Zeeland
Nieuwe Compagnie,Groningen
Nieuwe Dijk,Noord-Brabant
Nieuwe Krim,Drenthe
Nieuwe Molen,Noord-Brabant
Nieuwe-Niedorp,Noord-Holland
“Nieuwe Niedorp”,Noord-Holland
Nieuwe Pekela,Groningen
Nieuwe Schans,Gelderland
Nieuwe Statenzijl,Groningen
Nieuwe Strumpt,Noord-Brabant
Nieuwe-Tonge,Zuid-Holland
Nieuwe Vaart,Friesland
Nieuwe Wetering,Zuid-Holland
Nieuwebildtzijl,Friesland
Nieuwebrug,Overijssel
Nieuwediep,Drenthe
Nieuwegein,Utrecht
Nieuwehorne,Friesland
Nieuwemolen,Noord-Brabant
Nieuwenberg,Noord-Brabant
Nieuwendijk,Zuid-Holland
Nieuwenhagen,Limburg
Nieuwenhoorn,Zuid-Holland
Nieuwerbrug aan den Rijn (?),Zuid-Holland
Nieuwerhoek,Utrecht
Nieuwerkerk,Zeeland
Nieuwerkerk aan den IJssel,Zuid-Holland
Nieuwerkerke (Schutje),Zeeland
Nieuweroord,Drenthe
Nieuwersluis,Utrecht
Nieuwer Ter Aa,Utrecht
Nieuweschans,Groningen
Nieuweschoot,Friesland
Nieuwesluis,Noord-Holland
Nieuwe-Vaart,Noord-Brabant
Nieuwe-Wetering,Utrecht
Nieuw-Gassel,Noord-Brabant
Nieuwgraaf,Gelderland
Nieuw-Groevenbeek,Gelderland
Nieuw-Haamstede,Zeeland
Nieuw-Heeten,Overijssel
Nieuwkerk,Noord-Brabant
Nieuwklap,Groningen
Nieuwkoop,Zuid-Holland
Nieuwkuijk,Noord-Brabant
Nieuwland,Zeeland
Nieuwlande,Drenthe
“Nieuwlande Coevorden”,Drenthe
Nieuwlandse Molen,Zeeland
Nieuw-Lekkerland,Zuid-Holland
Nieuwleusen,Overijssel
Nieuw-Loosdrecht,Noord-Holland
Nieuw-Namen,Zeeland
“Nieuw Namen”,Zeeland
Nieuwolda,Groningen
Nieuwolda-Oost,Groningen
Nieuwpoort,Zuid-Holland
Nieuw-Reemst,Gelderland
Nieuw-Roden,Drenthe
Nieuw-Schoonebeek,Drenthe
Nieuwstad,Groningen
Nieuwstadt,Limburg
Nieuwveen,Zuid-Holland
Nieuw-Vennep,Noord-Holland
Nieuwvliet,Zeeland
Nieuwvliet-Bad,Zeeland
Nieuw-Vossemeer,Noord-Brabant
Nieuw-Weerdinge,Drenthe
Nieuw-Zwinderen,Drenthe
Niezijl,Groningen
Niftrik,Gelderland
Nigtevecht,Utrecht
Nij Altoenae,Friesland
Nij Beets,Friesland
Nijbroek,Gelderland
Nijbuorren,Friesland
Nijeberkoop,Friesland
Nijega,Friesland
Nijehaske,Friesland
Nijeholtpade,Friesland
Nijeholtwolde,Friesland
Nijelamer,Friesland
Nijemirdum,Friesland
Nijenklooster,Groningen
Nijensleek,Drenthe
Nijetrijne,Friesland
Nijeveen,Drenthe
Nijeveense Bovenboer,Drenthe
Nijewier,Friesland
Nijezijl,Friesland
Nijhoven,Noord-Brabant
Nijhuizum,Friesland
Nijken,Limburg
Nijkerk,Gelderland
Nijkerkerveen,Gelderland
Nijland,Friesland
Nijlande,Drenthe
Nijmegen,Gelderland
Nijnsel,Noord-Brabant
Nijstad,Drenthe
Nijswiller,Limburg
Nijvelaar,Noord-Brabant
Nijverdal,Overijssel
Nispen,Noord-Brabant
Nispense Achterhoek,Noord-Brabant
Nisse,Zeeland
Nistelrode,Noord-Brabant
Noardburgum,Friesland
Noenes,Noord-Brabant
Noetsele,Overijssel
Nolde,Drenthe
Nooitgedacht,Drenthe
Noorbeek,Limburg
Noord,Noord-Brabant
Noord Deurningen,Overijssel
Noordbarge,Drenthe
Noordbeemster,Noord-Holland
Noordbroek,Groningen
Noordbroeksterhamrik,Groningen
Noorddijk,Groningen
Noordeind,Friesland
Noordeinde,Noord-Holland
“Noordeinde Gld”,Gelderland
Noordeloos,Zuid-Holland
Noord-Empe,Gelderland
Noorden,Zuid-Holland
Noorderburen,Groningen
Noorderhoogebrug,Groningen
Noorderkolonie,Groningen
Noordgouwe,Zeeland
Noordhoek,Noord-Brabant
Noordhorn,Groningen
Noordhornerga,Groningen
Noordhornertolhek,Groningen
Noordijk,Gelderland
Noordink,Gelderland
Noordkant,Noord-Brabant
Noordlaren,Groningen
Noord-Meer,Overijssel
Noordpolderzijl,Groningen
Noordschans,Noord-Brabant
Noord-Scharwoude,Noord-Holland
Noordscheschut,Drenthe
Noordse Dorp,Zuid-Holland
Noordsebuurt,Zuid-Holland
Noord-Sleen,Drenthe
Noord-Stegeren,Overijssel
Noordstraat,Zeeland
Noordwelle,Zeeland
Noordwijk,Drenthe
Noordwijk aan Zee,Zuid-Holland
Noordwijk-Binnen,Zuid-Holland
Noordwijkerhout,Zuid-Holland
Noordwolde,Groningen
Noordwolde-zuid,Friesland
Noordzijde,Zuid-Holland
Nootdorp,Zuid-Holland
Norg,Drenthe
Norgervaart,Drenthe
Notendaal,Noord-Brabant
Notsel,Noord-Brabant
Notter,Overijssel
Noukoop,Zuid-Holland
Nuenen,Noord-Brabant
Nuijeneind,Noord-Brabant
Nuil,Drenthe
Nuis,Groningen
Nuland,Noord-Brabant
Numansdorp,Zuid-Holland
Numero Dertien,Groningen
Nummer Eén,Zeeland
Nunhem,Limburg
Nunspeet,Gelderland
Nuth,Limburg
Nutter,Overijssel
Nykleaster,Friesland
Obbicht,Limburg
Obdam,Noord-Holland
Ochten,Gelderland
Ockhuizen,Utrecht
Odijk,Utrecht
Odiliapeel,Noord-Brabant
Odoorn,Drenthe
Oeffelt,Noord-Brabant
Oegstgeest,Zuid-Holland
Oeijenbraak,Noord-Brabant
Oekel,Noord-Brabant
Oeken,Gelderland
Oele,Overijssel
Oene,Gelderland
Oensel,Gelderland
Oentsjerk,Friesland
Oerle,Noord-Brabant
Oetelaar,Noord-Brabant
Oevereind,Limburg
Offingawier,Friesland
Ofwegen,Zuid-Holland
Ohé en Laak,Limburg
Oijen,Noord-Brabant
Oirlo,Limburg
Oirsbeek,Limburg
Oirschot,Noord-Brabant
Oisterwijk,Noord-Brabant
Oisterwijkse Hoeven,Noord-Brabant
Okkenbroek,Overijssel
Okswerd,Groningen
Olburgen,Gelderland
Oldeberkoop,Friesland
Oldebroek,Gelderland
Oldeholtpade,Friesland
Oldeholtwolde,Friesland
Oldehove,Groningen
Oldekerk,Groningen
Oldelamer,Friesland
Oldemarkt,Overijssel
Olden Eibergen,Gelderland
Oldendiever,Drenthe
Oldeneel,Overijssel
Oldenhave,Drenthe
Oldenklooster,Groningen
Oldenzaal,Overijssel
Oldenzijl,Groningen
Oldeouwer,Friesland
Oldetrijne,Friesland
Oldörp,Groningen
Olen,Noord-Brabant
Oler,Limburg
Oling,Groningen
Olland,Noord-Brabant
Olst,Overijssel
Olterterp,Friesland
Ommel,Noord-Brabant
Ommelanderwijk,Groningen
Ommen,Overijssel
Ommeren,Gelderland
Ommerenveld,Gelderland
Ommerschans,Overijssel
Onder de Molen,Zeeland
Onder Eindt,Limburg
Onderdendam,Groningen
Onderwierum,Groningen
Onna,Overijssel
Onnen,Groningen
Onsenoort,Noord-Brabant
Onstwedde,Groningen
Ooij,Gelderland
Ooijen,Limburg
Ool,Limburg
Oolde,Gelderland
Ooltgensplaat,Zuid-Holland
Oomsberg,Groningen
Oost Vlieland,Friesland
Oostappen,Noord-Brabant
Oostbroek,Limburg
Oostburg,Zeeland
Oostburgsche Brug,Zeeland
Oostbuurt,Zuid-Holland
Oostdijk,Zuid-Holland
Oosteind,Noord-Brabant
Oosteinde,Noord-Holland
Oosteinde (?),Zuid-Holland
Oostelbeers,Noord-Brabant
Oostendam,Zuid-Holland
Oosterbeek,Gelderland
Oosterbierum,Friesland
Oosterblokker,Noord-Holland
Oosterboorn,Friesland
Oosterbroek,Drenthe
Ooster-Dalfsen,Overijssel
Oostereinde,Groningen
Oosterend,Friesland
Oosterens,Noord-Brabant
Oosterhesselen,Drenthe
Oosterhof,Gelderland
Oosterholt,Overijssel
Oosterhout,Noord-Brabant
Oosterhuizen,Gelderland
Oosterik,Noord-Brabant
Oosterland,Zeeland
Oosterleek,Noord-Holland
Oosternieland,Groningen
Oosterse Bos,Drenthe
Oosterstreek,Friesland
Oosterwijk,Gelderland
Oosterwijtwerd,Groningen
Oosterwolde,Gelderland
Oosterzand,Groningen
Oosterzee,Friesland
Oosterzee Buren,Friesland
Oost-Graftdijk,Noord-Holland
Oosthem,Friesland
Oosthoek,Zuid-Holland
Oosthuizen,Noord-Holland
Oostindië,Groningen
Oostkapelle,Zeeland
Oostknollendam,Noord-Holland
Oostlaar,Noord-Brabant
Oost-Maarland,Limburg
Oostrum,Limburg
Oost-Souburg,Zeeland
Oostum,Groningen
Oostvoorne,Zuid-Holland
Oost West en Middelbeers,Noord-Brabant
Oostwold,Groningen
Oostwolderpolder,Groningen
Oostwoud,Noord-Holland
Oostzaan,Noord-Holland
Ootmarsum,Overijssel
Op de Belt,Limburg
Op de Bies,Limburg
Op de Bos,Limburg
Op de Hoven,Limburg
Op den Hering,Limburg
Opeinde,Friesland
Opende,Groningen
Ophemert,Gelderland
Opheusden,Gelderland
Ophoven,Limburg
Ophuis,Friesland
Opijnen,Gelderland
Oploo,Noord-Brabant
Opmeeden,Groningen
Opmeer,Noord-Holland
Oppenhuizen,Friesland
Opperburen,Friesland
Opperdoes,Noord-Holland
Opperduit,Zuid-Holland
Opwetten,Noord-Brabant
Opwierde,Groningen
Oranje,Drenthe
Oranjedorp,Drenthe
Oranjeoord,Noord-Brabant
Oranjewoud,Friesland
Orvelte,Drenthe
Osen,Limburg
Oshaar,Drenthe
Osingahuizen,Friesland
Ospel,Limburg
Ospeldijk,Limburg
Oss,Noord-Brabant
Ossendrecht,Noord-Brabant
Ossenisse,Zeeland
Ossenwaard,Gelderland
Ossenzijl,Overijssel
Ostaaijen,Noord-Brabant
Osterbos,Limburg
Oterleek,Noord-Holland
Othene,Zeeland
Otterdijk,Noord-Brabant
Otterlo,Gelderland
Ottersum,Limburg
Ottoland,Zuid-Holland
Oud Annerveen,Drenthe
Oud Gastel,Noord-Brabant
Oud Kerkhof,Zeeland
Oud Lemiers,Limburg
Oud Ootmarsum,Overijssel
Oud Veeningen,Drenthe
Oud Verlaat,Zuid-Holland
Oud-Aa,Utrecht
Oud Ade,Zuid-Holland
Oud-Alblas,Zuid-Holland
Oud-Avereest,Overijssel
Oud-Beijerland,Zuid-Holland
Oud-Bergentheim,Overijssel
Oud-Bodegraven,Zuid-Holland
Oud-Dijk,Gelderland
Ouddorp,Zuid-Holland
Oud-Drimmelen,Noord-Brabant
Oude Bildtzijl,Friesland
Oude Kerk,Limburg
Oude Leede,Zuid-Holland
Oude Maasdijk,Gelderland
Oude Meer,Noord-Holland
Oude Molen,Noord-Brabant
Oude-Niedorp,Noord-Holland
“Oude Niedorp”,Noord-Holland
Oude Pekela,Groningen
Oude Polder,Zeeland
Oude Roodehaan,Groningen
Oude Schouw,Friesland
Oude Statenzijl,Groningen
Oude Stee,Noord-Brabant
Oude Stoof,Zeeland
Oude Strumpt,Noord-Brabant
Oude-Tonge,Zuid-Holland
Oude Waranda,Noord-Brabant
Oude Wetering,Zuid-Holland
Oude Willem,Drenthe
Oudedijk,Groningen
Oudedorp,Zeeland
Oudega,Friesland
Oudehaske,Friesland
Oudehorne,Friesland
Oudeland,Zuid-Holland
Oudelande,Zeeland
Oudemirdum,Friesland
Oudemolen,Noord-Brabant
Oud-Empel,Noord-Brabant
Oudenbosch,Noord-Brabant
Oudendijk,Noord-Holland
Oudenhoorn,Zuid-Holland
Oudenmolen,Noord-Brabant
Ouderkerk aan de Amstel,Noord-Holland
Ouderkerk aan den IJssel,Zuid-Holland
Oudeschans,Groningen
Oudeschild,Noord-Holland
Oudeschip,Groningen
Oudeschoot,Friesland
Oudesluis,Zuid-Holland
Oudewater,Utrecht
Oudewegstervaart,Friesland
Oudezijl,Groningen
Oud-Groevenbeek,Gelderland
Oudheusden,Noord-Brabant
Oud-Kamerik,Utrecht
Oudkarspel,Noord-Holland
Oud-Leusden,Utrecht
Oudleusen,Overijssel
Oud-Loosdrecht,Noord-Holland
Oud-Lutten,Overijssel
Oud-Maarsseveen,Utrecht
Oudorp,Noord-Holland
Oud-Reemst,Gelderland
Oud-Reeuwijk,Zuid-Holland
Oud-Roosteren,Limburg
Oud-Sabbinge,Zeeland
Oud-Valkenburg,Limburg
Oud-Vossemeer,Zeeland
Oud-Wulven,Utrecht
Oud-Zevenaar,Gelderland
Oud-Zuilen,Utrecht
“Oud Zuilen”,Utrecht
Oukoop,Zuid-Holland
Ouwendorp,Gelderland
Ouwerkerk,Zeeland
Ouwsterhaule,Friesland
Ouwster-Nijega,Friesland
Oventje,Noord-Brabant
Over de Dijk,Groningen
Overa,Noord-Brabant
Overakker,Noord-Brabant
Overasselt,Gelderland
Overberg,Utrecht
Overbiel,Gelderland
Overboeicop,Utrecht
Overbroek,Limburg
Overbrug,Noord-Brabant
Over-Diemen,Noord-Holland
Overdinkel,Overijssel
Overeys,Limburg
Overgeul,Limburg
Overhaelen,Limburg
Overheek,Limburg
Overheicop,Utrecht
Overlangbroek,Utrecht
Overlangel,Noord-Brabant
Overloon,Noord-Brabant
Overschild,Groningen
Overschot,Noord-Brabant
Overslag,Zeeland
Overslingeland,Zuid-Holland
Overveen,Noord-Holland
Overwater,Overijssel
Overwoud,Gelderland
Ovezande,Zeeland
Oxe,Overijssel
Paal,Zeeland
Paardelanden,Drenthe
Paarlo,Limburg
Paasloo,Overijssel
Paddepoel,Groningen
Padhuis,Drenthe
Pallert,Groningen
Pandelaarse Kampen,Noord-Brabant
Pandgat,Noord-Brabant
Panheel,Limburg
Pannenschop,Noord-Brabant
Pannerden,Gelderland
Panningen,Limburg
Papekop,Utrecht
Papendrecht,Zuid-Holland
Papenhoven,Limburg
Papenveer,Zuid-Holland
Papenvoort,Drenthe
Park,Noord-Brabant
Parrega,Friesland
Partij,Limburg
Pasop,Groningen
Passewaaij,Gelderland
Passluis,Zeeland
Paterswolde,Drenthe
Patrijzenhoek,Zeeland
Pauluspolder,Zeeland
Peazens,Friesland
Peebos,Groningen
Peeldijk,Noord-Brabant
Peelkant,Noord-Brabant
Peelsehuis,Noord-Brabant
Peelstraat,Noord-Brabant
Peerenboom,Noord-Brabant
Peest,Drenthe
Peij,Limburg
Peins,Friesland
Peize,Drenthe
Peizermade,Drenthe
Peizerweg,Groningen
Peizerwold,Drenthe
Pelikaan,Noord-Brabant
Pelsendijk,Noord-Brabant
Peperga,Friesland
Pepinusbrug,Limburg
Pernis,Zuid-Holland
“Pernis Rotterdam”,Zuid-Holland
Persingen,Gelderland
Pesaken,Limburg
Pesse,Drenthe
Petersburg,Friesland
Petten,Noord-Holland
Philippine,Zeeland
Piaam,Friesland
Piekezijl,Friesland
Pieperij,Drenthe
Piepert,Limburg
Pieriksmars,Overijssel
Piershil,Zuid-Holland
Pieterburen,Groningen
Pietersbierum,Friesland
Pieterzijl,Groningen
Pijnacker,Zuid-Holland
Pijnenburg,Utrecht
Piksen,Overijssel
Pikveld,Drenthe
Pingjum,Friesland
Pinke(n)veer (?),Zuid-Holland
Pitteperk,Zeeland
Plaat,Limburg
Plaatsluis,Noord-Brabant
Plaggenborg,Groningen
Plak,Gelderland
Plakkebord,Zeeland
Plankendorp,Zeeland
Planketent,Zeeland
Plantage,Gelderland
Plantage Centrum,Noord-Brabant
Plasmolen,Limburg
Platveld,Limburg
Plein,Noord-Brabant
Poederoijen,Gelderland
Poederoijensehoek,Gelderland
Poeldijk,Zuid-Holland
Poeldonk,Noord-Brabant
Pol,Limburg
Polen,Groningen
Polle,Friesland
Polsbroek,Utrecht
Polsbroekerdam,Utrecht
Polsdonken,Noord-Brabant
Ponte,Zeeland
Ponte Avancé,Zeeland
Poonhaven,Zeeland
Poortugaal,Zuid-Holland
Poortvliet,Zeeland
Poppendamme,Zeeland
Poppenhuizen,Friesland
Poppenwier,Friesland
Portengen,Utrecht
Portengense Brug,Utrecht
Posterenk,Gelderland
Posterholt,Limburg
Posthoorn,Gelderland
Posthorn (?),Overijssel
Pothoek,Overijssel
Prickart,Limburg
Prinsenbeek,Noord-Brabant
Prinsenkamp,Gelderland
Puiflijk,Gelderland
Punthorst,Overijssel
Purmer,Noord-Holland
Purmerbuurt,Noord-Holland
Purmerend,Noord-Holland
Purmerland,Noord-Holland
Putbroek,Limburg
Puth,Limburg
Putselaar,Noord-Brabant
Putte,Noord-Brabant
Putten,Gelderland
Puttershoek,Zuid-Holland
Pyramide,Zeeland
Quatre Bras,Gelderland
Quatrebras,Friesland
Quirijnstok,Noord-Brabant
Raaieind,Limburg
Raakeind,Noord-Brabant
Raalte,Overijssel
Raam,Noord-Brabant
Raamberg,Noord-Brabant
Raamsdonk,Noord-Brabant
Raamsdonksveer,Noord-Brabant
Raar,Limburg
Raard,Friesland
Raayen,Gelderland
Radewijk,Overijssel
Radio Kootwijk,Gelderland
Raerd,Friesland
Rafelder,Gelderland
Rakens,Noord-Brabant
Rakt,Noord-Brabant
Rande,Overijssel
Randenburg,Zuid-Holland
Randwijk,Gelderland
Ransdaal,Limburg
Ransdorp,Noord-Holland
Ranum,Groningen
Raren,Limburg
Rasquert,Groningen
Ravensgat,Noord-Brabant
Ravenstein,Noord-Brabant
Ravenswaaij,Gelderland
Ravenswoud,Friesland
Readtsjerk,Friesland
Reahûs,Friesland
Rechteren,Overijssel
Rectum,Overijssel
Reedijk,Zuid-Holland
Reek,Noord-Brabant
Reeth,Gelderland
Reeuwijk,Zuid-Holland
Reeuwijk-Brug,Zuid-Holland
Reeuwijk-Dorp,Zuid-Holland
Reeve,Overijssel
Reidswâl,Friesland
Reijerscop,Utrecht
Reijmerstok,Limburg
Reitsum,Friesland
Rekken,Gelderland
Remmerden,Utrecht
Remswerd,Friesland
Ren,Noord-Brabant
Renesse,Zeeland
Renkum,Gelderland
Renneborg,Groningen
Renswoude,Utrecht
Respelhoek,Gelderland
Ressen,Gelderland
Retersbeek,Limburg
Reth,Noord-Brabant
Retranchement,Zeeland
Reusel,Noord-Brabant
Reuth,Noord-Brabant
Reutje,Limburg
Reutum,Overijssel
Reuver,Limburg
Reuzenhoek,Zeeland
Rewert,Friesland
Rha,Gelderland
Rhaan,Overijssel
Rheden,Gelderland
Rhederbrug,Groningen
Rhederveld,Groningen
Rhee,Drenthe
Rheebruggen,Drenthe
Rheeveld,Drenthe
Rheeze,Overijssel
Rheezerveen,Overijssel
Rhenen,Utrecht
Rhenoy,Gelderland
Rhienderen,Gelderland
Rhoon,Zuid-Holland
Ridderbuurt,Zuid-Holland
Ridderkerk,Zuid-Holland
Ried,Friesland
Riel,Noord-Brabant
Rien,Friesland
Rietbroek,Limburg
Riethorst,Limburg
Riethoven,Noord-Brabant
Rietmolen,Gelderland
Rietveld,Zuid-Holland
Rietven,Noord-Brabant
Rijckholt,Limburg
Rijen,Noord-Brabant
Rijkebuurt,Zeeland
Rijkel,Limburg
Rijkerbeek,Noord-Brabant
Rijkevoort,Noord-Brabant
Rijkevoort-De Walsert,Noord-Brabant
Rijksdorp,Zuid-Holland
Rijnsaterwoude,Zuid-Holland
Rijnsburg,Zuid-Holland
Rijpelberg,Noord-Brabant
Rijpwetering,Zuid-Holland
Rijs,Friesland
Rijsbergen,Noord-Brabant
Rijsberkampen,Friesland
Rijsdam,Groningen
Rijsenhout,Noord-Holland
Rijsoord,Zuid-Holland
Rijssen,Overijssel
Rijswijk,Gelderland
“Rijswijk (NB)”,Noord-Brabant
“Rijswijk (GLD)”,Gelderland
Rijt,Noord-Brabant
Rijtseterp,Friesland
Rilland,Zeeland
Rimburg,Limburg
Rimpelt,Limburg
Rinkesfort,Limburg
Rinkveld,Noord-Brabant
Rinsumageast,Friesland
Rith,Noord-Brabant
Ritsumasyl,Friesland
Ritthem,Zeeland
Rockanje,Zuid-Holland
Rode Sluis,Zeeland
Roden,Drenthe
Roderesch,Drenthe
Roderwolde,Drenthe
Roebolligehoek,Overijssel
Roekebosch,Overijssel
Roekel,Gelderland
Roelage,Groningen
Roelofarendsveen,Zuid-Holland
Roelshoek,Zeeland
Roermond,Limburg
Roeven,Limburg
Rogat,Drenthe
Roggel,Limburg
Roggelsedijk,Limburg
Rohel,Friesland
Rolaf,Noord-Brabant
Rolde,Drenthe
Roligt,Limburg
Rollecate,Overijssel
Rolpaal,Zuid-Holland
Rome,Gelderland
Ronduite,Overijssel
Rondveld,Noord-Brabant
Roodehaan,Groningen
Roodenhoek,Zeeland
Roodeschool,Groningen
Roodeschuur,Friesland
Roodewijk,Zeeland
Roond,Noord-Brabant
Roordahuizum,Friesland
Roosberg,Noord-Brabant
Roosendaal,Noord-Brabant
Roosteren,Limburg
Rooth,Limburg
Roptazijl,Friesland
Rosengaarde,Overijssel
Roskam,Limburg
Rosmalen,Noord-Brabant
Rossum,Overijssel
Roswinkel,Drenthe
Rothem,Limburg
Rothenbach,Limburg
Rotstergaast,Friesland
Rotsterhaule,Friesland
Rott,Limburg
Rotterdam,Zuid-Holland
“Rotterdam-Albrandswaard”,Zuid-Holland
Rottevalle,Friesland
Rottum,Friesland
Rouveen,Overijssel
Roverberg,Zeeland
Rozenburg,Noord-Holland
Rozendaal,Zuid-Holland
Rucphen,Noord-Brabant
Rugdijk,Noord-Brabant
Ruigahuizen,Friesland
Ruigenhoek,Zuid-Holland
Ruigeweide,Utrecht
Ruigezand,Groningen
Ruigoord,Noord-Holland
Ruimel,Noord-Brabant
Ruinen,Drenthe
Ruinerweide,Drenthe
Ruinerwold,Drenthe
Ruischendegat,Zeeland
Ruischerbrug,Groningen
Ruiten,Groningen
Ruitenveen,Overijssel
Rukven,Noord-Brabant
Rul,Noord-Brabant
Rullen,Noord-Brabant
Rumpt,Gelderland
Rusven,Noord-Brabant
Rutbeek,Overijssel
Rutten,Flevoland
Ruurlo,Gelderland
Ryptsjerk,Friesland
Saaksum,Groningen
Saasveld,Overijssel
Saaxumhuizen,Groningen
Salverd,Friesland
Sambeek,Noord-Brabant
Sânbulten,Friesland
Sandebuur,Drenthe
Sandfirden,Friesland
Santfort,Limburg
Santpoort-Noord,Noord-Holland
Santpoort-Zuid,Noord-Holland
Sappemeer,Groningen
Sas van Gent,Zeeland
Sasput,Zeeland
Sassenheim,Zuid-Holland
Sauwerd,Groningen
Schaapbulten,Groningen
Schaaphok,Groningen
Schaapsbrug,Limburg
Schaarsbergen,Gelderland
Schadewijk,Noord-Brabant
Schadijk,Limburg
Schadron,Noord-Brabant
Schaesberg,Limburg
Schafelt,Limburg
Schafferden,Noord-Brabant
Schaft,Noord-Brabant
Schagen,Noord-Holland
Schagerbrug,Noord-Holland
Schaijk,Noord-Brabant
Schalkhaar,Overijssel
Schalkwijk,Utrecht
Schalsum,Friesland
Schaluinen,Noord-Brabant
Schandelo,Limburg
Schans,Noord-Brabant
Schapenbout,Zeeland
Schapershoek,Zeeland
Schardam,Noord-Holland
Scharendijke,Zeeland
Scharl,Friesland
Scharmer,Groningen
Scharneburen,Friesland
Scharnegoutum,Friesland
Scharsterbrug,Friesland
Scharwoude,Noord-Holland
Schaveren,Gelderland
Scheemda,Groningen
Scheemdermeer,Groningen
Scheemderzwaag,Groningen
Scheendijk,Utrecht
Scheepstal,Noord-Brabant
Scheerwolde,Overijssel
Scheide,Limburg
Scheldevaartshoek,Zeeland
Schelfhorst,Drenthe
Schellach,Zeeland
Schellingwoude,Noord-Holland
Schellinkhout,Noord-Holland
Schelluinen,Zuid-Holland
Schelm,Noord-Brabant
Schenkeldijk,Zuid-Holland
Schependom,Gelderland
Schermerhorn,Noord-Holland
Scherpbier,Zeeland
Scherpenering,Noord-Brabant
Scherpenisse,Zeeland
Scherpenzeel,Gelderland
Schettens,Friesland
Scheulder,Limburg
Schey,Limburg
Schiedam,Zuid-Holland
Schiermonnikoog,Friesland
Schietecoven,Limburg
Schieven,Drenthe
Schijf,Noord-Brabant
Schijndel,Noord-Brabant
Schilberg,Limburg
Schildwolde,Groningen
Schillersheide,Limburg
Schilligeham,Groningen
Schimmelarij,Drenthe
Schimmert,Limburg
Schin op Geul,Limburg
Schinnen,Limburg
Schinveld,Limburg
Schipborg,Drenthe
Schiphol,Noord-Holland
Schiphol-Rijk,Noord-Holland
Schipluiden,Zuid-Holland
Schipperskerk,Limburg
Schoelieberg,Noord-Brabant
